Gene Name,Control_1,Control_2,Control_3,KO_1,KO_2,KO_3
CCNA_02150,1884100,1742700,2815400,2169400,2711200,2411300
CCNA_02179,5054800,4272700,5199500,2011700,2339500,2304600
CCNA_02185,1293300,1202600,857870,296260,323680,309140
CCNA_02696,1045900,946650,1602200,1225500,1494500,1490600
CCNA_02402,1620700,1239200,1012000,1297800,1426300,1486300
CCNA_02472,1069000,904250,794460,813490,939440,784690
CCNA_02526,1379900,1205800,954350,820160,865960,726530
ilvE,4542200,4267600,7237100,5273300,6232800,6272900
CCNA_02164,8689300,8975700,15931000,11978000,13687000,13211000
CCNA_02304,1147600,889470,492850,645310,694530,483400
CCNA_02364,609430,528530,421210,452220,507160,406860
CCNA_02447,5725000,4895500,4120100,4020000,4378300,3288700
CCNA_03115,2076100,1625800,1215400,1462500,1618700,1513000
CCNA_03092,413310,439850,755450,566890,853140,669520
CCNA_03126,278440,262540,301490,270270,326360,307020
CCNA_03774,1065800,981730,1579800,1303200,1613000,1562800
gltD,1161700,1113500,891450,884360,877000,875010
CCNA_03732,1155000,1118800,1845900,1432100,1796400,1868200
CCNA_03743,248870,221360,284650,225470,281090,249630
CCNA_03500,367510,321610,323260,389940,459050,442920
hfsK,376460,267930,277050,349270,415570,361120
ftsY,1560500,1302600,2068500,1811900,2149000,2188900
CCNA_03909,3684300,2843800,3524300,2842400,3340900,2754500
mdh,35957000,32783000,29731000,25896000,28040000,25281000
hemE,3124300,2394600,2946500,2665700,2945200,2619000
thiG,2635600,2701000,3680900,2796800,3307100,3291400
leuC,4991400,4598200,7049600,2493900,3027900,3006200
argB,4784500,4461200,3857900,3140300,3382500,3067500
glmU,3161700,2636500,1395900,1790100,1890900,1354400
rplY,23570000,21074000,15707000,14342000,16101000,13171000
prs,3759800,3128400,3197900,2818600,3165800,3000000
hutH,2482300,2334900,2011000,3265100,3471100,2824600
rpoH,1329100,953730,723950,851740,962320,935450
rpsC,9137100,9796400,4071600,8673500,8999000,7109800
gcvPA,9412300,8518800,6985500,5992000,6493000,5320000
accD,3210400,2861000,2085600,2019700,2144200,1930300
aroA,1844100,1605900,1812600,1402700,1568400,1699400
sucD,21136000,20835000,16992000,17739000,20693000,18464000
CCNA_00366,743080,709150,506000,452640,533300,465340
CCNA_00579,198180,176370,229440,263060,322980,260430
CCNA_00732,1027000,882040,816340,773180,888150,885180
CCNA_00405,782970,720190,1020300,933960,1067400,1026400
CCNA_00764,12890000,11216000,14938000,14592000,18688000,18185000
CCNA_01050,404340,326600,169010,189840,201640,149850
CCNA_00211,2388400,2144000,4062800,2644000,3047700,2853700
CCNA_00749,1517900,1170600,420990,879050,882760,739220
CCNA_01105,1495500,1389100,1464200,1228000,1447200,1459400
CCNA_00397,1510900,1374900,2056400,1714000,2025800,1723200
miaB,533750,464560,527790,364950,423770,426640
ispG,1967000,1828600,2421900,2104000,2484000,2378500
CCNA_00700,108630,97063,95892,60877,78298,64514
CCNA_00217,1671700,1464700,1045900,1126900,1196300,992560
fliF,649350,614870,543470,391160,428430,493830
mnmA,388700,359130,326780,362800,409020,421680
CCNA_00957,863310,821470,888130,723970,836270,742500
CCNA_01199,1839500,1808100,2334900,1944200,2372800,2451500
CCNA_01210,1721700,1510300,2813900,1839100,2181100,1825500
CCNA_01246,1537600,1408700,1709000,1137600,1426300,1266300
CCNA_00763,16828000,15631000,21131000,16349000,20218000,19793000
sufD,1733600,1575400,1740600,1515900,1612400,1447800
CCNA_01414,1859000,1704300,2979000,2245500,2715300,2588000
idhA,2500600,2304700,3221400,2308200,2470100,2379700
CCNA_01803,915800,1032900,786660,1782400,1964100,1581100
CCNA_01638,372020,333040,389390,235450,253810,254440
bamD,1367900,1015600,763090,1110100,1357300,1216700
iolA,2790000,2582300,2335500,1881600,1985400,1804100
CCNA_02254,8473900,8346200,7063000,6619200,7459100,6546000
CCNA_02563,1727200,1544700,1309500,1991200,2356500,1930700
CCNA_02098,2040900,1676800,1130000,1370700,1589600,1367300
ilvD,289070,274260,233720,172610,189690,161830
murF,921870,879080,1469500,1003700,1139600,1297000
CCNA_02161,1206800,810480,682790,1346400,1520000,1231100
CCNA_01653,2075100,2010700,2602000,2054500,1856400,2092600
CCNA_02307,903660,871940,1167600,775180,921860,969540
rnd,4119600,3062000,1803000,3030300,3314800,2915700
CCNA_02446,800120,693520,621720,661770,737090,608150
CCNA_02587,531590,450410,295880,386360,445160,351490
CCNA_02944,2423200,2164100,2324400,1173600,1240900,938760
CCNA_02128,826780,702800,560710,417470,470180,399290
purK,2453900,2088500,2425100,2059000,2224600,2095000
CCNA_03407,1645800,1432200,1073300,1273600,1332400,1109600
CCNA_03509,540050,533550,685890,473190,554730,641440
CCNA_03228,161130,97626,95473,199860,224820,178300
CCNA_03607,1302800,1179900,531450,798540,816280,813880
murI,1604000,1404200,1903100,1921000,2332800,2539800
CCNA_03296,602800,640180,338270,365580,378350,318760
CCNA_03265,392390,352070,381010,308770,371520,319030
CCNA_03323,2433800,2448700,3789700,2275800,2633600,2598300
CCNA_03378,5420100,4849400,5469300,3181900,4028400,4497600
CCNA_03848,1034200,946730,1227700,1143200,1335300,1272200
CCNA_03541,1003200,966920,1670000,1319300,1549100,1630100
CCNA_02902,117270,109440,121910,112870,124450,124060
CCNA_03347,2128100,1732000,2022800,1781800,1926000,1709900
CCNA_03435,1062400,888610,1111300,977250,1170900,950960
CCNA_03533,146800,116790,73702,100210,107930,100700
mnmE,758060,673260,676410,641550,711540,657150
prfB,2983900,2713300,3846400,2657700,3099700,2975500
CCNA_02087,3454100,2947500,2780000,2220300,2413100,1893300
ilvC,12250000,10779000,7244400,4514000,4616500,4014000
pstB,1917500,1407100,985190,1149900,1293800,955710
murA,2064600,2034200,2768300,2314100,2706500,3069400
pleD,948790,734750,824240,803520,981380,803880
ftsZ,3258300,2603600,2658100,2439500,2835900,2568600
recA,2582800,2226800,1817800,1755900,2052600,1604000
aroC,2220500,1890800,1482800,1376800,1538400,1322400
folD,3668700,3231500,3787000,3058300,3480700,3554200
CCNA_00072,1670000,1459900,1156900,934680,1040000,824690
cheB,3063000,2339000,2725200,3119700,3615600,3613900
CCNA_00469,1216700,907230,462140,1259500,1506800,1315000
CCNA_00357,1845200,1600900,1897700,1442700,1774500,1485600
gpsA,579430,546420,671870,559470,602940,689010
CCNA_00106,140690,87279,53109,161880,204260,152190
CCNA_00840,141410,128250,161110,140340,156550,141860
rodZ,958100,820580,847600,542410,618010,550030
CCNA_00523,774560,705370,1143600,915030,1081400,937010
CCNA_00898,1806100,1587900,2003800,1297600,1539700,1524900
prmC,1063200,970310,1536900,1250800,1363400,1253100
CCNA_01015,1179800,934880,1124200,1040700,1239700,988780
rsmI,633740,480440,417980,504310,614640,559940
CCNA_00692,108580,99466,82014,90715,101870,125090
CCNA_00267,5415800,4634800,5477100,4261300,4848400,4590800
CCNA_01110,342320,387470,369710,461640,521450,775870
CCNA_01341,438910,440540,416010,530260,569110,505920
CCNA_00820,786020,763480,1217500,1883300,2356500,2236800
CCNA_01387,649450,553320,819490,554760,688080,626290
CCNA_00810,2417300,2132900,2371500,2128900,2477200,2314700
xylC,3270600,3179000,5426900,3550100,4644300,4898300
CCNA_00403,577700,549470,787800,587750,717810,716830
fliG,160010,142560,161820,137650,155940,131390
CCNA_01240,432950,338800,377250,388750,472040,394380
CCNA_01684,1270900,1206700,2150800,3263900,3730900,3945700
CCNA_01089,297430,261230,320170,361350,388830,251730
mltG,189770,146330,89819,128540,154010,122850
CCNA_01204,659920,575830,636480,583830,656920,525540
CCNA_00637,119790,114250,76185,80448,86821,76563
CCNA_01230,277030,227640,240570,229650,267010,236140
CCNA_01263,180080,161330,89054,123520,113900,96048
CCNA_01384,1114700,899680,1205300,614520,807740,616310
CCNA_01409,1204300,1098800,865000,793560,880060,710620
CCNA_01415,4474500,3713000,3327800,2771600,3831600,3535300
CCNA_01733,467630,437160,659010,478290,582670,558150
CCNA_01746,6453600,5691700,9730600,6289300,7657100,8419800
rsmA,852370,685200,810030,854690,996100,926180
CCNA_01498,205390,199450,148740,194290,230550,209290
CCNA_01535,8618700,7969000,8992100,7448300,8751300,7325900
tpiA,2491100,2653300,2826600,2367000,2972900,3335800
CCNA_01747,9733400,9147300,12444000,10172000,11919000,11900000
CCNA_02343,241490,167040,225060,168340,200450,154690
CCNA_02051,7278800,6294700,7444900,7116700,8206100,7615600
dapA,4147200,4022700,4399300,3216600,3569200,4020400
CCNA_02244,1097900,909540,1197900,1182700,1447600,1494400
CCNA_01905,70048,69668,70334,78853,91474,83547
dipM,482740,542030,433490,154060,178170,174960
fumC,14651000,14147000,13320000,11122000,11878000,10354000
CCNA_02132,350670,313990,333020,273300,344020,288800
CCNA_02779,221990,184860,85059,195190,196830,151550
CCNA_03094,1939100,1844000,1461800,1380300,1461700,1305000
CCNA_01961,5026500,4547400,3878700,4196300,4749800,4448400
CCNA_02497,194980,172590,190610,141360,169570,141470
CCNA_02842,247210,204410,156550,196480,204280,150610
nuoC,9279500,8254400,6341300,5412800,5832300,4889000
CCNA_02605,1033800,961160,1032500,879530,994810,1081200
CCNA_03360,11023000,9535300,5806600,8329200,9435900,9578800
CCNA_03402,1622800,1643400,2426300,2318000,2632100,2832400
CCNA_03143,174840,150510,87590,142210,168060,146500
CCNA_02850,1587700,1442900,1129000,1042800,1081300,952790
CCNA_02917,677580,521390,475220,387130,458870,411350
CCNA_03233,1247600,970760,1643400,1525900,1881500,1263700
CCNA_02967,457330,408310,542590,461610,525480,497460
CCNA_02413,2406400,2077300,1780600,1957500,2102200,1965300
CCNA_03085,541070,506010,661460,736960,958350,849050
CCNA_03718,2632000,1534700,675920,1902000,2151300,1262800
CCNA_02601,5890300,6219900,7346600,6006200,6705700,6638600
CCNA_03263,200850,156790,216540,128050,170340,134180
CCNA_02699,884100,889320,974400,680080,850980,878340
CCNA_03714,4121200,3795400,3503800,2992300,3307600,3857400
purC,1244300,997920,1664700,1230100,1366400,1376300
CCNA_03383,1054000,951070,661170,611570,657020,568400
CCNA_03637,211400,191060,168740,198620,218030,218490
CCNA_03681,1989500,1638100,1209600,1613400,1760500,1469000
CCNA_03098,626070,509820,597630,705240,849220,641120
CCNA_03740,7686500,7077500,8786200,7865000,9264700,8339200
ftsK,129090,122820,68371,60458,59532,60194
CCNA_03750,2181200,1953000,1701000,1429600,1496600,1242600
CCNA_03401,5480800,4441900,4907000,3952800,4812600,4046300
CCNA_03528,842720,769390,1023300,561910,686370,602870
CCNA_03821,947310,833920,878220,805620,934510,934810
hemH,2634400,2462700,2549200,1982000,2261500,2298300
dxr,414560,339680,515000,412060,479320,449930
rlmN,921630,777600,881830,619630,735130,764170
cysS,2434900,2563200,3709900,2682700,3260700,3187000
hemF,499960,456340,789070,634960,715730,735350
CCNA_03284,604000,571300,968910,712150,821750,923640
kdsA,2950600,2835400,3928100,3147000,3741200,3517400
atpG,1199900,3001900,1195800,391570,394520,387230
CCNA_00077,1299900,1087100,818550,1165500,1308700,960770
lovK,271580,215480,195180,290450,336390,294500
CCNA_00356,1385900,1277300,1250000,1117900,1361500,1222600
CCNA_00272,535590,438140,289560,331030,345280,293640
CCNA_00638,187050,166350,180050,112510,123970,103720
CCNA_00006,4273600,4348400,4635300,4623500,5348700,4461900
CCNA_00123,6774300,6066100,6077800,7249900,7872100,7375700
CCNA_00780,246490,214810,268010,207530,278540,237150
CCNA_00457,135920,122370,118220,97435,108370,96499
CCNA_00639,126120,108620,119350,96718,102450,91717
CCNA_00659,168770,156450,131560,121090,144270,130180
CCNA_01065,181890,156320,87012,172430,179370,152970
CCNA_00327,935630,874500,1376800,1394000,1744800,1755500
CCNA_00364,9432000,8773300,9805300,6354500,7240700,6363200
CCNA_00545,4365200,3692900,4473000,5436100,6271900,6289100
cdzA,529140,422400,217440,236570,255470,203620
CCNA_00740,750940,459430,736630,1296000,1660500,1724800
CCNA_00594,1380200,1467300,2362300,1918800,2299500,2305500
CCNA_00611,214420,210010,232120,153700,151600,200420
CCNA_01066,417840,334400,206580,399410,426000,403340
CCNA_00869,141430,132370,50346,85474,88769,74268
bioC,258480,225520,313180,292890,333860,334220
CCNA_00879,97480,82358,88056,103290,115670,116970
abfA,508680,420330,546740,354460,440360,356260
CCNA_01543,421290,366590,277250,252830,240860,173620
CCNA_01017,312190,290520,344450,307400,404110,357110
CCNA_00534,334080,285890,353630,333820,413760,346480
CCNA_01378,5559400,4582200,5455900,4190200,5070800,4263500
hppA,1391400,1174900,960040,664130,770310,605420
CCNA_01190,161400,145580,160290,103210,115530,125980
CCNA_01195,256280,200640,200710,203650,263010,201730
dusA,264380,212910,294420,235640,271940,245800
fabH,1884200,1769500,2538000,2143800,2502700,2114200
CCNA_02045,153570,138870,221670,160830,202500,195340
CCNA_01492,1290100,1133500,1993800,1698800,1945800,1976900
CCNA_00996,186300,175690,263630,255010,293930,288130
CCNA_01567,1368500,1289200,2009900,1786400,2095500,2007400
CCNA_01642,3324100,2845100,2335000,1910400,2368400,2585400
CCNA_01069,1073000,800810,401710,1312800,1543300,1219100
CCNA_01084,621810,496990,353240,365000,404270,322640
CCNA_02012,1468000,1323100,943160,1086800,1198100,1016700
pyrH,2485100,2101700,1167200,1423100,1518800,1567800
CCNA_02281,355180,298290,319830,246960,284360,244910
hisC,2562100,2389600,4022300,2609800,3101300,2896100
CCNA_01493,578010,575200,920020,785900,932280,1002700
CCNA_02220,206310,191470,183040,196370,243610,300980
CCNA_02230,912450,752190,917560,1101100,1244400,1273100
CCNA_01645,787790,793880,948640,771770,968940,895790
CCNA_02340,9354200,9267600,11508000,10380000,10814000,9509100
CCNA_01818,1759600,1596500,1142300,1039800,1162700,875910
CCNA_02336,154980,126310,134900,144270,157570,158490
CCNA_02686,631250,709090,1036400,729640,897690,947670
CCNA_02471,928170,802120,878690,795170,944390,922290
CCNA_02832,1952400,1668200,2037700,1695700,2078900,1959600
CCNA_02614,3144200,2488800,2105400,4182400,4574700,4093800
carA,3284300,3071200,2711100,2091800,2319300,2062200
CCNA_02588,2211900,2002000,2305800,1573000,1932600,1628100
CCNA_02094,745490,607450,1073600,861590,996140,971610
CCNA_02112,2684700,2626600,2977300,2797500,3224500,3095500
CCNA_02687,2204900,2071000,2562000,1746300,1993300,1612900
CCNA_02693,717150,622340,786540,257370,289730,251520
CCNA_02751,591840,420440,211060,377380,398720,309570
CCNA_03124,767880,715050,877350,754850,939810,751480
CCNA_02792,86876,74963,87976,43068,58416,49591
CCNA_02242,11302000,9781900,10566000,9156300,9823200,8799600
CCNA_03207,2420500,2125200,3153000,2626200,3002300,2788600
CCNA_03503,11899000,10026000,11952000,10535000,11795000,10068000
CCNA_02385,345150,279560,134590,155110,177350,146590
CCNA_02539,533150,494400,742840,629670,748720,687050
CCNA_03483,710680,591020,421010,724210,856700,737210
CCNA_03602,205840,176950,142090,176800,185500,181580
nusG,8561400,7439100,7499900,5710700,6657700,7183600
CCNA_03856,867940,823240,855440,741170,895520,910650
CCNA_03007,387530,355510,485550,553090,632840,633070
chpT,2935400,2651400,4599000,3403000,4298900,4081500
amgK,577260,582180,922690,701590,797410,884840
CCNA_03655,814590,671200,800670,932570,1062600,992990
CCNA_03677,274860,257040,373640,335140,373690,366750
purU,2483700,2144800,1982800,1091300,1240300,1034400
CCNA_03396,112080,80534,87967,68415,80617,74304
coxB,12056000,11064000,8348300,7175000,7873500,6697900
ubiE,963790,779630,716810,787630,983630,867520
trpC,1068900,1006700,1759700,989660,1178000,1342600
glk,1862000,1838100,2124100,1070700,1199200,1228500
kup,847770,681820,329880,450620,486360,347540
rpsG,15384000,14936000,7928000,9994600,10556000,7363600
CCNA_00024,734130,595380,681800,652740,709230,594330
CCNA_00061,88975,74566,121170,99411,126840,113410
CCNA_00323,915270,885130,513900,614350,757130,647630
CCNA_00399,910640,845110,854820,733700,865070,874190
CCNA_00167,3172500,2603700,3284100,2847600,3189100,2732700
CCNA_00095,1334800,1161900,1270700,1134300,1345000,1258800
CCNA_00136,700320,585370,464590,482730,510700,414930
CCNA_00188,1182900,833960,641600,868260,959850,838620
chvG,142700,108180,83160,129140,131520,98065
CCNA_00529,396960,307030,335690,439370,486380,447240
CCNA_00326,2729900,2466900,2836500,1904600,2149400,1959400
phoH,430790,403490,302220,206590,231790,176120
tsaD,590900,519520,582660,546010,646540,670550
CCNA_00411,482860,473830,817120,655120,807180,790930
CCNA_00733,340160,310790,319050,475510,544570,546270
truB,630820,510950,576800,435890,516340,498810
gmd,4768100,4939900,4066700,3744300,4473700,4616600
CCNA_00212,1068100,1079100,853080,798340,861680,879280
CCNA_01351,405420,279940,242950,398110,503740,442490
CCNA_00728,300930,237200,277150,297940,361400,334600
ribA,1458000,1320100,1326200,1405000,1727000,1684900
cysD,202140,160180,81494,133990,152160,128410
CCNA_00483,1156200,1163500,2010900,1467500,1714700,1716000
CCNA_00507,11288000,9139100,6315800,7667700,8310600,6898300
gmd,2144000,1910700,2340800,2642800,2988200,2344000
CCNA_01640,270320,258230,401940,274890,362310,332570
CCNA_00562,2465600,2113800,2419600,1982600,2236800,2077400
CCNA_01367,683630,612040,823420,632550,779250,746180
CCNA_01727,339970,285210,215600,239930,253120,255510
CCNA_01446,1391100,1106800,995130,987210,1167400,962730
spt,4071000,2948100,3311600,3684700,4335000,3470900
CCNA_01241,608420,530620,1036800,646540,783390,720110
CCNA_01490,82197,91315,58032,49910,63542,61272
hflX,176370,148660,173970,159720,182350,152960
tipF,282470,254630,166850,181870,200400,143000
CCNA_00752,5681800,5090800,3874900,4127800,4323600,3735200
CCNA_01556,1381400,1208700,1437100,1055500,1181700,1067900
CCNA_01585,77407,64168,79305,78935,87685,90669
rplC,9878500,9966700,5320500,7204100,7860200,7020900
CCNA_02005,440510,403400,482180,369830,418240,367720
CCNA_01670,953140,843220,719470,505680,569700,503480
CCNA_00859,436800,355310,309480,441350,509310,501920
CCNA_01465,91391,71392,70828,59971,68584,59130
nuoE,6917900,6234600,6378300,4304400,5024700,5665800
CCNA_01519,672300,565770,731660,1019500,1143200,950140
CCNA_01691,752820,528240,829760,803740,943230,677450
crbA,200760,153640,123240,103680,105080,97082
CCNA_02320,835180,748180,485130,637490,708270,591900
CCNA_02338,1057400,859590,893720,936640,1266300,1111800
CCNA_02182,822480,742110,1338900,767590,899510,998060
CCNA_01991,22721000,18801000,23449000,18456000,20662000,16942000
CCNA_02224,760760,583470,638730,662650,741130,752660
dprA,640900,480660,560480,416240,485070,403560
fbp,925880,838770,1515100,998020,1102700,1166700
secF,1693600,1391100,733360,1151600,1200500,824140
lysA,1225300,1172900,1746600,1463900,1605100,1671900
nuoI,2904500,2542700,2015600,1608500,1805800,1354300
CCNA_01554,87878,79056,119570,97774,116030,87938
CCNA_02530,309630,312170,462150,458410,555770,600690
CCNA_01688,422580,382940,399160,422140,458520,397600
CCNA_02287,732220,718890,837860,675720,814970,872140
CCNA_02251,5187900,4322500,5615700,4899100,5555900,4831900
CCNA_02619,1318800,1120200,823320,1656300,1542400,1193500
CCNA_02633,165040,143550,172990,128100,147250,125990
trmFO,488750,469800,684400,427300,521160,400620
CCNA_02466,467390,417510,689350,583640,668440,676600
cpaE,333750,319280,288260,181340,200640,183840
CCNA_01941,388910,368950,510250,547790,714460,839460
pyrB,677990,622080,535030,512050,580990,449890
CCNA_03179,141400,109390,111750,127640,149300,139790
CCNA_02909,176030,155610,198610,168340,208510,185160
CCNA_03029,866560,788470,1430200,1083000,1251400,1269100
CCNA_03278,473120,445330,709900,641650,724370,808590
CCNA_02734,715610,633270,571930,717710,758770,653380
CCNA_02222,952070,924730,1305600,629480,756200,818210
panC,737410,738140,1263500,870040,1028800,1123200
CCNA_02895,73046,67952,77347,45284,47433,42392
CCNA_02961,1102900,1060100,1728500,1361900,1620200,1605900
CCNA_03557,8802200,7500300,9850900,7212700,8186100,7291700
dapB,1559100,1437800,1822400,1579900,1876500,1595700
cpaB,1826000,1554700,1487300,1311300,1416000,1358200
CCNA_03408,1596000,1419500,1044100,1259500,1340900,1059600
CCNA_03204,508080,507150,773130,666310,850230,844980
CCNA_03309,1561300,1449300,1580300,1378600,1532600,1297600
CCNA_02716,2426100,2269300,2229200,2463000,2670100,2538200
CCNA_02783,253320,234100,324800,314580,349330,328070
CCNA_02845,3946100,3620200,4717100,4435400,4748200,5071600
CCNA_03807,3806500,2859100,3438400,3628600,4430500,3834200
CCNA_02913,1610200,1333900,1669700,1174000,1525800,1511400
CCNA_03568,422490,325870,340840,412310,454870,384850
CCNA_03616,452810,388430,269900,344610,371270,328360
CCNA_03627,1392400,1165400,834970,917510,988460,808760
CCNA_03157,6524600,5029300,6089600,5223300,6143600,4916500
fabI,6063000,5894300,7234700,6403700,7176100,6482500
qor,836100,701520,925340,795510,830010,730720
CCNA_03834,59446,56480,68417,74603,82295,81480
hisF,1066100,1005600,1750900,1206300,1430300,1464800
lipA,560540,472430,534260,369100,420280,330750
clpP,17233000,15484000,10911000,12875000,14428000,10848000
grpE,2751400,2334400,3329400,2642600,2917300,2552100
miaA,170050,131440,155340,191270,218740,188970
fmt,901740,818020,967860,898610,1062600,1256600
phoU,728250,708000,724940,705840,863810,935280
hslO,1178000,1144600,1403700,1057700,1193800,1080000
gpmA,3380700,3105400,4938600,3678300,4194100,4381000
rpiA,2569700,2420700,4234400,2872200,3514200,3714500
metXA,260100,244820,205830,300400,354860,357470
hmgA,1908300,1784900,1346600,2223700,2585400,2270300
murC,1363100,1300400,1153000,1697700,2053400,2125300
ctrA,2563400,1935800,1617600,2222700,2742600,2816000
rpsE,3642700,3677300,2406800,3953700,4273900,3522000
adk,3925200,3443700,6105600,3348300,4091200,3858700
argC,1231700,1128300,2074700,1250200,1454900,1505500
kduI,1148800,1123600,925480,720370,802740,760110
CCNA_00042,411440,312130,280970,283330,334150,280870
CCNA_00150,502730,472420,705430,717880,854640,856730
CCNA_00264,2100600,1467400,925940,1535400,1612200,1004900
CCNA_00361,416110,344750,236680,327760,349160,305340
CCNA_00025,2858500,2523800,2121600,1852400,2046300,1912600
CCNA_00073,103060,85045,56718,68794,78074,71398
CCNA_00192,170450,151120,146010,168070,188320,164140
chvI,1124900,937500,1295400,2226500,2879500,2656300
CCNA_00288,749390,579310,605520,400940,517650,498040
CCNA_00141,188490,170200,167290,174200,210840,185900
CCNA_00817,705880,610300,649590,598060,669000,525200
CCNA_00436,361340,327210,245710,288750,338430,335180
folE,1628400,1506900,1137600,1548400,1560600,1450900
CCNA_00255,887270,797420,1314000,1123300,1313800,1230300
CCNA_00261,1078700,1058000,1462600,909810,1234400,1162300
CCNA_00543,3067300,2595200,2921900,2602900,2988600,2954500
CCNA_00358,1096900,1136700,1024800,1172800,1382500,1252400
CCNA_00379,4623200,4147400,4511400,4062200,4707300,3959200
CCNA_00201,706420,588230,596250,763040,923740,763770
CCNA_00206,2015000,1844600,2708600,3846900,4351400,3473400
CCNA_00060,2713800,2359800,4096200,3061500,3684300,3590700
CCNA_01218,979720,758620,871770,823460,951820,896120
flbD,180460,139950,86514,142740,148080,128960
hetN,1253800,1072400,1093800,931220,1098100,1011300
CCNA_00566,333100,323990,237230,210180,214090,207670
CCNA_00636,6294000,6313300,7734900,4550500,4460000,4375600
CCNA_00667,169080,143370,142990,131810,144600,128390
CCNA_01056,370590,334790,136670,335040,343480,241320
CCNA_01463,728850,676980,842550,435250,538870,614870
flhA,177280,165360,108460,105580,113740,100710
CCNA_01245,870520,749970,909040,704440,838770,823860
CCNA_01278,1878700,1598100,2455900,1796000,2152100,1900300
CCNA_01562,16014000,14912000,11131000,4430100,5043400,4250800
CCNA_01674,212520,182260,124180,147950,163620,124310
CCNA_01174,369940,248130,101160,339930,399340,322340
CCNA_01745,6270200,4919100,5880300,5309300,6638900,5443900
plsX,2334200,1761400,1768900,1468500,1523300,1093200
CCNA_01814,183100,123290,69243,135500,164940,118160
CCNA_01211,893160,715850,822610,734040,818000,735540
CCNA_00871,522360,481460,768760,616180,770970,808040
hldD,480640,392340,260400,381730,420590,393870
CCNA_01728,1573200,1303100,1033200,1172600,1200000,1153500
CCNA_00912,134110,121220,104560,123730,143320,120210
CCNA_02095,1605900,1693700,2203100,1412700,1815600,2373500
CCNA_01603,5193900,4858100,7717000,4909700,6022000,6136200
lpxI,475570,422410,496540,479750,562240,584180
ftsX,500560,386320,354700,348190,392920,289160
CCNA_01915,450850,401090,448540,337430,407550,364500
CCNA_01509,2774200,2673500,4398600,3108000,3846500,3453000
CCNA_02178,2170900,2097000,3306000,2046000,2325300,2288600
CCNA_02127,269090,212590,98182,146560,160480,146020
map,485810,459490,555750,413790,499970,524180
tgt,1061900,879300,1022800,757020,899440,807120
CCNA_02564,700810,687220,553300,894340,1057500,878080
CCNA_02312,10173000,10431000,12593000,7669400,7583300,5697000
purC,479190,406580,116100,211500,215170,192810
CCNA_03294,1510500,1301700,995340,996780,1103800,805760
CCNA_02688,840490,770500,751840,538820,609560,498320
ybgF,2917600,2390900,2780700,2282500,2496800,2243700
CCNA_02791,144670,127490,127110,85761,104840,103620
CCNA_03159,113200,75047,36888,74534,86656,59924
CCNA_02860,425470,363660,335720,151940,182750,175450
cleC,794490,603510,686290,735900,893040,758710
CCNA_02493,267380,236450,249760,246360,274440,226060
tacA,87384,63675,39872,67679,78994,48949
CCNA_03203,444480,399690,721850,564920,670160,636090
CCNA_03841,108650,93215,98528,101970,120990,116850
CCNA_03225,217110,184360,212740,216420,265740,195320
CCNA_03241,142310,129840,209120,212600,243700,251490
CCNA_03332,161680,144530,187800,168020,194090,215890
CCNA_03297,86518,76090,97989,88504,89958,88047
CCNA_03405,1205300,1120700,1167900,1013400,1238500,1339900
CCNA_03485,223650,244160,91335,158290,160040,139370
CCNA_03501,204640,161600,242340,204510,254270,204980
pdeA,136650,109710,132780,107920,125100,127300
CCNA_03532,325630,265110,217450,258840,282190,193350
asd,1058600,1015700,1800400,676940,856550,937970
CCNA_03749,49704,48415,96762,77900,91841,100350
CCNA_03221,447000,388030,372960,399310,484760,454450
CCNA_03353,1614100,1422000,1551900,1283500,1566300,1733700
CCNA_03412,2016800,1581200,1243700,1150300,1255000,933180
CCNA_03445,158270,132450,110510,122870,143700,121460
CCNA_03455,451280,292240,172680,446440,533750,446760
CCNA_03746,592950,577680,1046100,930650,1082900,1191900
CCNA_03799,289380,228040,297410,289450,349810,335920
CCNA_03810,1654000,1390200,877560,1262500,1285100,1154800
hisA,1192500,1140600,2043900,1112100,1299500,1490200
CCNA_03989,189170,146650,183430,179790,207570,187410
queA,335000,281530,450780,359210,412110,365440
rsmH,453540,374590,435750,335810,388900,331940
nadA,2025500,2165700,3181500,2081100,2605300,3182200
fliI,93387,82809,76238,67192,83271,80154
queC,354100,320690,458840,475540,565320,519210
rplD,8914900,7420000,4870900,6794400,7020500,4866800
rplE,12051000,11410000,6368300,8016100,8539100,7302600
thrB,1097800,786850,1105400,1007000,1232800,1083100
hisG,1093000,965640,671810,764510,768970,604700
pyrE,2792700,2850300,3652600,2615300,2854800,3177500
tal,6527500,6125500,4773400,4167900,4159800,3980000
atpF,1103200,2487500,1233700,383530,409710,437140
CCNA_00389,229930,216420,353460,295270,330970,393610
moaB,558830,514760,968090,781270,942750,778990
cpaL,429660,366700,377080,306370,335420,287890
CCNA_00220,5427900,4082700,5367100,5538700,6694700,4821100
CCNA_00452,215470,183390,220280,179400,204010,178000
CCNA_00485,173800,124040,175240,164610,183560,171620
rsmB,229050,159590,103950,202850,244430,202830
CCNA_01055,439230,348450,191580,355130,362420,289800
CCNA_00598,42582,36653,43521,35163,41376,39483
CCNA_00065,909340,620990,465210,730700,859330,687050
CCNA_00750,410740,329820,173180,295080,296500,251090
CCNA_00993,66295,59702,100920,90807,114670,106600
CCNA_00809,253000,238470,265510,258880,313890,316170
